Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud;Texto Cajetines;Longitud;Latitud
440548,4700000000;4472996,6000000000;28/08/2023;02  ARGANZUELA;02-06 PALOS DE MOGUER;VALENCIA, RONDA, DE;8;Moto 360;Línea;11;15;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7006412110;40,4054606430
440992,5400000000;4472923,9000000000;14/06/2019;02  ARGANZUELA;02-06 PALOS DE MOGUER;VIZCAYA, CALLE, DE;1;Moto;Batería;8;10;DÍAS LABORABLES DE LUNES A VIERNES DE 8:00 A 20:00 H;-3,6954013970;40,4048378950
442632,7600000000;4471691,0200000000;01/11/2006;02  ARGANZUELA;02-07 ATOCHA;ACANTO, CALLE, DEL;0;Moto;Línea;18;20;LABORABLES DE LUNESA VIERNES DE 8 A 20H;-3,6759617410;40,3938461010
442576,6500000000;4472112,9800000000;13/06/2019;02  ARGANZUELA;02-07 ATOCHA;ACANTO, CALLE, DEL;11 D;Moto;Batería;8;10;DÍAS LABORABLES  DE LUNES A VIERNES DE 8:00 A 20:00 H;-3,6766608070;40,3976432070
442578,4600000000;4471828,5900000000;22/03/2016;02  ARGANZUELA;02-07 ATOCHA;KENTIA, CALLE, DE LA;6;Moto;Batería;18;25;Laborables de lunes a viernes de 8 a 20 horas;-3,6766137670;40,3950815700
441751,1600000000;4472528,7100000000;05/10/2006;02  ARGANZUELA;02-07 ATOCHA;MENDEZ ALVARO, CALLE, DE;9;Moto;Línea;9;10;LABORABLES DE LUNESA VIERNES DE 8 A 20 H.;-3,6864255550;40,4013308780
442057,3800000000;4472163,6800000000;18/12/2017;02  ARGANZUELA;02-07 ATOCHA;MENDEZ ALVARO, CALLE, DE;57;Moto;Batería;8;15;Laborables de lunes a viernes de 8 a 20 horas;-3,6827840640;40,3980638150
442749,0300000000;4471815,6700000000;11/12/2012;02  ARGANZUELA;02-07 ATOCHA;RETAMA, CALLE, DE LA;1;Moto;Línea;9;10,1;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6746029720;40,3949767760
442701,8100000000;4471776,0300000000;11/12/2012;02  ARGANZUELA;02-07 ATOCHA;RETAMA, CALLE, DE LA;3;Moto;Línea;23;25;LABORABLES DE LUNES A VIERNES 8 A 20 H.;-3,6751556470;40,3946162130
442629,7000000000;4472860,2300000000;06/09/2021;03  RETIRO;03-01 PACÍFICO;ABTAO, CALLE, DE;13;Moto 360;Batería;10;11,2;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6761030900;40,4043784400
442777,1300000000;4473087,4900000000;04/11/2021;03  RETIRO;03-01 PACÍFICO;ABTAO, CALLE, DE;29;Moto 360;Batería;10;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6743862220;40,4064359890
442485,9600000000;4473127,5700000000;16/09/2021;03  RETIRO;03-01 PACÍFICO;CAVANILLES, CALLE, DE;14;Moto 360;Batería;12;12;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6778211040;40,4067764980
442611,5800000000;4473075,7200000000;19/05/2016;03  RETIRO;03-01 PACÍFICO;CAVANILLES, CALLE, DE;19;Moto;Línea;8;10;Laborables de lunes a viernes de 8:00  a 20:00  horas;-3,6763361120;40,4063187620
442635,3600000000;4473041,4300000000;16/09/2021;03  RETIRO;03-01 PACÍFICO;CAVANILLES, CALLE, DE;30;Moto 360;Batería;15;15;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6760528410;40,4060110260
442897,5300000000;4472871,0900000000;26/02/2019;03  RETIRO;03-01 PACÍFICO;CAVANILLES, CALLE, DE;58;Moto;Batería;8;10;LABORABLES DE LUNES A VIERNES DE 8:00 A 20:00 H.;-3,6729479830;40,4044950940
443090,5400000000;4473044,8800000000;07/11/2018;03  RETIRO;03-01 PACÍFICO;DOCTOR ESQUERDO, CALLE, DEL;132;Moto;Batería;4;5;LABORABLES DE LUNES A  VIERNES DE 8:00 A 20:00 H;-3,6706890970;40,4060736500
443076,6900000000;4473024,5700000000;07/11/2018;03  RETIRO;03-01 PACÍFICO;DOCTOR ESQUERDO, CALLE, DEL;136;Moto;Batería;8;8,1;LABORABLES DE LUNES A VIERNES A 8:00 A 20:00 H;-3,6708503850;40,4058897880
442812,4500000000;4472647,7400000000;26/02/2019;03  RETIRO;03-01 PACÍFICO;DOCTOR ESQUERDO, CALLE, DEL;172;Moto;Batería;8;10;LABORABLES DE LUNES A VIERNES DE 8:00 A 20:00 H;-3,6739305480;40,4024771940
442498,3200000000;4472828,1900000000;04/02/2022;03  RETIRO;03-01 PACÍFICO;GRANADA, CALLE, DE;32;Moto 360;Batería;5;6;RESERVA MOTOS LABORABLES DE LUNES A  VIERNES DE 8 A 20 H. ;-3,6776484140;40,4040805020
442564,3500000000;4472784,6500000000;28/01/2022;03  RETIRO;03-01 PACÍFICO;GRANADA, CALLE, DE;39;Moto 360;Batería;6;6,5;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6768663840;40,4036927240
442514,3900000000;4473184,2700000000;06/06/2023;03  RETIRO;03-01 PACÍFICO;MEDITERRANEO, AVENIDA, DEL;4;Moto 360;Línea;10;12;RESERVA MOTOS LABORABLES DE LUNES A  VIERNES DE 8 A 20 H.;-3,6774913090;40,4072898680
442348,0300000000;4473078,0800000000;26/02/2019;03  RETIRO;03-01 PACÍFICO;MENENDEZ PELAYO, AVENIDA, DE;103;Moto;Batería;8;10;LABORABLES DE LUNES A VIERNES DE 8:00 A 20:00 H;-3,6794421160;40,4063213970
442106,9100000000;4473136,9700000000;13/09/2021;03  RETIRO;03-01 PACÍFICO;REINA CRISTINA, PASEO, DE LA;16;Moto 360;Línea;10;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6822889710;40,4068349970
442428,5000000000;4473022,1200000000;09/04/2022;03  RETIRO;03-01 PACÍFICO;VALDERRIBAS, CALLE, DE;15;Moto 360;Batería;5;6;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6784887720;40,4058228090
442731,9600000000;4472825,3800000000;01/12/2021;03  RETIRO;03-01 PACÍFICO;VALDERRIBAS, CALLE, DE;36;Moto 360;Batería;15;15;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6748949510;40,4040713350
442732,7700000000;4472408,7200000000;08/05/2019;03  RETIRO;03-02 ADELFAS;CERRO DE LA PLATA, CALLE, DEL;3;Moto;Batería;6;7;LABORABLES DE LUNES A VIERNES DE 7 A 20 H. ;-3,6748479690;40,4003178310
442738,4700000000;4472417,5900000000;08/05/2019;03  RETIRO;03-02 ADELFAS;CERRO DE LA PLATA, CALLE, DEL;4;Moto;Batería;9;10;LABORABLES DE LUNES A VIERNES DE 7 A 20 H. ;-3,6747816200;40,4003987900
442977,5500000000;4472213,9200000000;29/12/2016;03  RETIRO;03-02 ADELFAS;GANDIA, CALLE, DE;1;Moto;Batería;4;4;LABORABLES DE LUNES A VIERNES DE 8:00 A 20:00 H;-3,6719461660;40,3985799930
443202,6600000000;4472490,8000000000;14/10/2021;03  RETIRO;03-02 ADELFAS;LOS MESEJO, CALLE, DE;25;Moto 360;Batería;5;5;;-3,6693183530;40,4010897200
443183,2000000000;4472878,3800000000;29/01/2013;03  RETIRO;03-02 ADELFAS;SANTA SABINA, CALLE, DE;6;Moto;Línea;14;21,32;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6695822570;40,4045802360
443160,6100000000;4472906,1400000000;21/06/2022;03  RETIRO;03-02 ADELFAS;SANTA SABINA, CALLE, DE;4 B;Moto 360;Línea;12;15;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6698509170;40,4048281550
442972,0200000000;4472270,4000000000;04/11/2021;03  RETIRO;03-02 ADELFAS;SECO, CALLE, DE;4;Moto 360;Batería;5;5;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6720164110;40,3990888940
442940,9800000000;4472224,6800000000;05/11/2021;03  RETIRO;03-02 ADELFAS;SECO, CALLE, DE;5;Moto 360;Batería;6;6,88;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6723780050;40,3986748170
443383,1600000000;4474585,3200000000;25/10/2022;03  RETIRO;03-03 ESTRELLA;ANTONIO CASERO, CALLE, DE;14;Moto 360;Línea;5;6;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6673778020;40,4199702830
443239,5000000000;4474411,3000000000;16/08/2023;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;81;Moto 360;Batería;8;11,37;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6690554800;40,4183929300
443195,2000000000;4473783,2900000000;12/02/2009;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;123;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES8 A 20 H;-3,6695215810;40,4127323940
443377,5300000000;4474054,2000000000;25/05/2012;03  RETIRO;03-03 ESTRELLA;JOSE MARTINEZ DE VELASCO, CALLE, DE;18;Moto;Línea;14;15;LABORABLES  8 A 20 H.;-3,6673968820;40,4151855700
443585,3100000000;4474382,3300000000;25/02/2022;03  RETIRO;03-03 ESTRELLA;JUAN ESPLANDIU, CALLE, DE;S/N;Moto 360;Línea;8;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6649770520;40,4181557830
443373,9100000000;4473130,3100000000;20/04/2022;03  RETIRO;03-03 ESTRELLA;MEDITERRANEO, AVENIDA, DEL;59;Moto 360;Batería;5;6;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A  20H.;-3,6673572330;40,4068623840
443446,1800000000;4473166,6300000000;27/10/2021;03  RETIRO;03-03 ESTRELLA;PERSEO, CALLE, DE;16;Moto 360;Batería;5;5;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H;-3,6665087970;40,4071945280
443491,4600000000;4473896,3400000000;01/07/2022;03  RETIRO;03-03 ESTRELLA;PEZ AUSTRAL, CALLE, DEL;1;Moto 360;Batería;4;10,99;SIN HORARIO;-3,6660400600;40,4137715100
443578,1700000000;4473868,5900000000;13/04/2007;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;30;Moto;Línea;9;10,07;LABORABLES DE LUNES A VIERNESDE 8 A 20 H;-3,6650156120;40,4135272010
443729,1900000000;4473821,7100000000;21/10/2022;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;12;Moto 360;Batería;5;7,09;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6632315360;40,4131146140
442488,2900000000;4474254,5700000000;15/12/2006;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;2;Moto;Línea;9;9,12;LABORABLES DE LUNES A VIERNES8 A 20 H;-3,6778954740;40,4169300550
442774,6100000000;4474236,8600000000;17/09/2021;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;30;Moto 360;Batería;10;11,3;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6745192630;40,4167901380
442903,1000000000;4474218,4900000000;28/06/2022;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;40;Moto 360;Línea;8;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6730032160;40,4166330330
442937,2600000000;4474615,3700000000;27/03/2021;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;47;Moto;Batería;30;30;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6726362370;40,4202109830
442786,2900000000;4474643,4900000000;18/11/2011;03  RETIRO;03-04 IBIZA;FERNAN GONZALEZ, CALLE, DE;43;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6744181360;40,4204538600
442776,8600000000;4474504,9400000000;03/03/2007;03  RETIRO;03-04 IBIZA;FERNAN GONZALEZ, CALLE, DE;53;Moto;Línea;9;10;LABORABLES DE 8 A 20 H;-3,6745169130;40,4192045820
442434,7800000000;4474429,7400000000;15/01/2020;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;1;Moto;Batería;7;7;LABORABLES DE LUNES A VIERNES DE 8 A 20 H;-3,6785420570;40,4185040270
442712,9100000000;4474408,3600000000;01/03/2007;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;27;Moto;Línea;9;10;;-3,6752619310;40,4183308790
443017,7000000000;4474369,1500000000;22/02/2020;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;58;Moto;Batería;10;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6716659900;40,4179986210
443139,6500000000;4474353,3700000000;26/06/2023;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;70;Moto 360;Línea;12;15;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6702272930;40,4178641480
442511,3500000000;4474661,4100000000;23/11/2011;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;34;Moto;Línea;9;10,1;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6776604460;40,4205965260
442893,3100000000;4474293,3900000000;14/10/2019;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;21;Moto;Batería;5;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6731253140;40,4173075190
442394,1300000000;4474529,2200000000;06/09/2021;03  RETIRO;03-04 IBIZA;MENENDEZ PELAYO, AVENIDA, DE;21;Moto 360;Batería;7;7,7;RESERVA MOTOS LAABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6790302170;40,4193974970
442402,6600000000;4474544,1600000000;15/02/2022;03  RETIRO;03-04 IBIZA;MENORCA, CALLE, DE;2;Moto 360;Batería;8;10;RESERVA MOTOS  LABORABLES DE LUNES A SÁBADOS DE 8 A 20 H.;-3,6789309800;40,4195330020
442481,8000000000;4474769,4900000000;06/07/2010;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;10;Moto;Línea;18;20;;-3,6780187170;40,4215680910
442744,4100000000;4474751,3400000000;18/11/2019;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;32;Moto;Batería;25;25;LABORABLES DE LUNES A VIERNES DE 8 A 20 H;-3,6749216510;40,4214224450
441525,2900000000;4474025,4100000000;03/03/2007;03  RETIRO;03-05 JERÓNIMOS;ACADEMIA, CALLE, DE LA;11;Moto;Línea;7;7;LABORABLES DE LUNESA VIERNES DE 8 A 20 H;-3,6892246260;40,4147984800
441414,6600000000;4474542,6700000000;13/08/2021;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XI, CALLE, DE;2;Moto;Batería;15;17,1;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6905760610;40,4194496940
441425,2000000000;4474497,5300000000;06/05/2022;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XI, CALLE, DE;4;Moto 360;Línea;17;20;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6904478330;40,4190444980
441425,2200000000;4474416,4300000000;10/05/2022;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XI, CALLE, DE;7;Moto 360;Línea;17;20;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6904399840;40,4183136330
441425,6400000000;4474326,4400000000;05/05/2022;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XI, CALLE, DE;11;Moto 360;Línea;17;20;RESERVA MOTOS LABOARABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6904268630;40,4175027260
441553,8800000000;4474501,2700000000;31/05/2023;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;2;Moto 360;Línea;6;8;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6889314430;40,4190868400
441547,7800000000;4474409,1200000000;31/05/2023;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;12;Moto 360;Batería;14;18,6;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6889948120;40,4182562230
441542,2900000000;4474338,4100000000;06/08/2021;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;16;Moto 360;Batería;10;10;RESERVA MOTOS LABORABLES DE LUNES A  VIERNES DE 8 A 20 H.;-3,6890529670;40,4176192080
441536,9000000000;4474130,3500000000;12/02/2009;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;26;Moto;Línea;9;10;LABORABLES DE LUNESA VIERNES DE 8 A 20 H;-3,6890973720;40,4157442610
441543,4300000000;4473903,3400000000;06/08/2021;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;36;Moto 360;Batería;22;22;LABORABLES DE LUNES A  VIERNES DE 8 A 20 H.;-3,6889996250;40,4137000050
441554,9000000000;4473322,3500000000;19/06/2015;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;62;Moto;Batería;30;17;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6888110650;40,4084668380
441395,5400000000;4474208,5600000000;28/02/2007;03  RETIRO;03-05 JERÓNIMOS;ANTONIO MAURA, CALLE, DE;12;Moto;Batería;8;9;LABORABLES DE 8 A 20 H;-3,6907706950;40,4164385710
442319,6100000000;4473222,7100000000;10/10/2019;03  RETIRO;03-05 JERÓNIMOS;GUTENBERG, CALLE, DE;32;Moto;Batería;10;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6797900730;40,4076226990
441273,4900000000;4474233,0300000000;19/12/2022;03  RETIRO;03-05 JERÓNIMOS;LEALTAD, PLAZA, DE LA;1;Moto 360;Batería;4;13;SIN HORARIO;-3,6922115120;40,4166508520
441430,0600000000;4474004,7000000000;19/10/2006;03  RETIRO;03-05 JERÓNIMOS;MORETO, CALLE, DE;3;Moto;Línea;9;10;LABORABLES DE LUNESA VIERNES DE 8 A 20 H;-3,6903451590;40,4146051060
441432,1400000000;4473912,8600000000;19/10/2006;03  RETIRO;03-05 JERÓNIMOS;MORETO, CALLE, DE;11;Moto;Línea;9;10;LABORABLES DE LUNESA VIERNES DE 8 A 20 H;-3,6903120990;40,4137780420
441335,6700000000;4474288,5300000000;05/05/2022;03  RETIRO;03-05 JERÓNIMOS;RUIZ DE ALARCON, CALLE, DE;5;Moto 360;Línea;13;15;RESERVA MOTOS LABORABLES DE LUNES A VIERNES A 8 A 20 H.;-3,6914837410;40,4171548830
441338,7900000000;4473907,8700000000;15/02/2022;03  RETIRO;03-05 JERÓNIMOS;RUIZ DE ALARCON, CALLE, DE;21;Moto 360;Batería;8;10;RESERVA MOTOS  LABORABLES DE LUNES A SÁBADO DE 8 A 20 H.;-3,6914117770;40,4137258450
443045,6600000000;4474206,3300000000;19/05/2010;03  RETIRO;03-06 NIÑO JESÚS;ALCALDE SAINZ DE BARANDA, CALLE, DEL;52;Moto;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6713218720;40,4165337970
442864,1700000000;4474157,0300000000;04/01/2023;03  RETIRO;03-06 NIÑO JESÚS;DOCE DE OCTUBRE, CALLE, DEL;30;Moto 360;Batería;5;5,8;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6734565410;40,4160766340
442592,3200000000;4473778,8800000000;07/07/2018;03  RETIRO;03-06 NIÑO JESÚS;MENENDEZ PELAYO, AVENIDA, DE;67;Moto;Batería;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6766264870;40,4126512060
442494,9000000000;4473365,9600000000;06/08/2021;03  RETIRO;03-06 NIÑO JESÚS;MENENDEZ PELAYO, AVENIDA, DE;85;Moto 360;Batería;10;9,7;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6777373370;40,4089249750
442984,0200000000;4473657,1400000000;22/12/2020;03  RETIRO;03-06 NIÑO JESÚS;NAZARET, AVENIDA, DE;3;Moto;Batería;10;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6719992800;40,4115817800
442766,3600000000;4474074,8600000000;08/08/2016;03  RETIRO;03-06 NIÑO JESÚS;PIO BAROJA, CALLE, DE;2;Moto;Batería;9;10;LABORABLES DE 8:00 A 20:00 H;-3,6746019400;40,4153303560
442799,3700000000;4473918,5000000000;27/09/2017;03  RETIRO;03-06 NIÑO JESÚS;PIO BAROJA, CALLE, DE;6;Moto;Batería;20;24;LABORABLES DE LUNES A VIERNES DE 8:00 A 20:00 H;-3,6741988650;40,4139234010
443066,9600000000;4473331,1600000000;11/05/2022;03  RETIRO;03-06 NIÑO JESÚS;WALIA, CALLE, DE;10;Moto 360;Batería;6;7;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6709925360;40,4086509290
441835,8500000000;4474687,2800000000;13/05/2023;04  SALAMANCA;04-01 RECOLETOS;ALCALA, CALLE, DE;85;Moto 360;Línea;8;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6856249610;40,4207821070
441981,4600000000;4474736,6000000000;13/05/2023;04  SALAMANCA;04-01 RECOLETOS;ALCALA, CALLE, DE;95;Moto 360;Línea;8;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6839131920;40,4212365200
441618,4500000000;4475476,7600000000;07/11/2011;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;10;Moto;Línea;14;15;LABORABLES DE LUNES AVIERNES DE 8 A 20 H;-3,6882599940;40,4278795650
441747,0100000000;4475468,5300000000;07/03/2011;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;20;Moto;Línea;9;10;LABORABLES DE LUNES AVIERNES 8 A 20 H;-3,6867437180;40,4278143620
441765,5400000000;4475467,3000000000;07/03/2011;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;24;Moto;Línea;11;12;LABORABLES DE LUNES AVIERNES 8 A 20 H;-3,6865251350;40,4278042210
441905,3200000000;4475458,1700000000;06/11/2021;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;34;Moto 360;Batería;10;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6848765630;40,4277315700
442171,4500000000;4475438,6300000000;21/06/2012;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;58;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6817376140;40,4275746940
441553,8100000000;4475586,4500000000;19/10/2006;04  SALAMANCA;04-01 RECOLETOS;CASTELLANA, PASEO, DE LA;18;Moto;Línea;14;15;LABORABLES DE 8 A 20 H;-3,6890319970;40,4288625310
441511,0800000000;4475380,5000000000;15/03/2006;04  SALAMANCA;04-01 RECOLETOS;CASTELLANA, PASEO, DE LA;4 B;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNESDE 8 A 20 H;-3,6895167770;40,4270048300
442178,3400000000;4474980,6900000000;23/11/2009;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;16;Moto;Batería;5;5;;-3,6816147720;40,4234493980
442182,6100000000;4475034,5800000000;23/11/2009;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;18;Moto;Batería;6;7;;-3,6815692790;40,4239348650
442177,5600000000;4475070,2200000000;15/04/2023;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;21;Moto 360;Batería;8;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 2O H.;-3,6816320750;40,4242556060
441703,5200000000;4474746,0400000000;12/03/2007;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;9;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNESDE 8 A 20 H;-3,6871900520;40,4213023530
441742,3200000000;4475010,4300000000;07/11/2011;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;28;Moto;Batería;6;7;LABORABLES DE LUNES A VIERNESDE 8 A 20 H;-3,6867570680;40,4236871750
441748,3100000000;4475062,6500000000;07/11/2011;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;30;Moto;Batería;6;7;LABORABLES DE LUNES A VIERNESDE 8 A 20 H;-3,6866912930;40,4241577450
441752,1300000000;4475168,3400000000;15/12/2006;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;37;Moto;Línea;9;10;LABORABLES DE 8 A 20 H;-3,6866558270;40,4251102880
441773,7800000000;4475345,8800000000;12/03/2007;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;47;Moto;Línea;9;10;LABORABLES DE 8 A 20 H;-3,6864169030;40,4267114180
441795,2200000000;4475448,8500000000;07/11/2011;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;52;Moto;Batería;8;12,1;LABORABLES DE LUNES A VIERNES8 A 20 H;-3,6861735110;40,4276396670
441786,3300000000;4475449,8400000000;29/12/2006;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;59;Moto;Línea;9;10;LABORABLES DE 8 A 20 H;-3,6862784770;40,4276488340
441627,2700000000;4474737,6100000000;25/09/2010;04  SALAMANCA;04-01 RECOLETOS;COLUMELA, CALLE, DE;1;Moto;Línea;13;15;LABORABLES  8 A 20 H;-3,6880880490;40,4212208780
441641,7100000000;4474805,1900000000;25/09/2010;04  SALAMANCA;04-01 RECOLETOS;CONDE DE ARANDA, CALLE, DEL;4;Moto;Línea;13;15;LABORABLES DE  8 A 20 H;-3,6879241830;40,4218309640
441910,1000000000;4474787,5300000000;22/09/2011;04  SALAMANCA;04-01 RECOLETOS;CONDE DE ARANDA, CALLE, DEL;25;Moto;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6847589920;40,4216903030
442048,3500000000;4475160,0400000000;11/08/2022;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;24;Moto 360;Línea;17;20;RESERVA MOTOS LABORABLES DE LUNES A VIERNES 8 A 20 H;-3,6831633620;40,4250563150
441840,9400000000;4475175,1600000000;11/08/2022;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;25;Moto 360;Línea;10;12;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6856096060;40,4251781260
442109,9500000000;4475155,9300000000;11/08/2022;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;26;Moto 360;Línea;9;10;RESERVA MOTOS LABORABLES DE LUNES  A VIERNES 8 A 20 H;-3,6824368520;40,4250234850
441611,6200000000;4475323,0500000000;25/09/2010;04  SALAMANCA;04-01 RECOLETOS;HERMOSILLA, CALLE, DE;8;Moto;Línea;9;10;LABORABLES DE 8 A 20 H;-3,6883263420;40,4264942670
441703,8700000000;4475326,1000000000;25/09/2010;04  SALAMANCA;04-01 RECOLETOS;HERMOSILLA, CALLE, DE;11;Moto;Línea;12;13;LABORABLES  8 A 20 H;-3,6872392120;40,4265277850
